date, pm25, pm10, o3, no2, so2, co
2020/8/1, 48, 14, 18, 16, 2, 2
2020/8/2, 42, 11, 17, 11, 1, 1
2020/8/3, 36, 10, 12, 14, 1, 1
2020/8/4, 28, 9, , , , 
2020/8/5, 35, , , , , 
2020/7/1, 71, 32, 6, 21, 2, 4
2020/7/2, 57, 20, 5, 22, 2, 2
2020/7/3, 46, 19, 5, 19, 1, 3
2020/7/4, 52, 24, 7, 20, 1, 3
2020/7/5, 56, 21, 9, 23, 1, 
2020/7/6, 54, 32, 8, 23, 1, 
2020/7/7, 56, 28, 10, 24, 7, 54
2020/7/8, 50, 16, 14, 14, 2, 1
2020/7/9, 30, 16, 18, 13, 1, 2
2020/7/10, 31, 18, 24, 12, 1, 1
2020/7/11, 38, 23, 16, 16, , 1
2020/7/12, 48, 18, 14, 18, , 2
2020/7/13, 49, 18, 18, 15, 1, 2
2020/7/14, 29, 16, 16, 13, 2, 1
2020/7/15, 28, 12, 13, 22, 1, 2
2020/7/16, 36, 12, 17, 18, 1, 3
2020/7/17, 40, 15, 16, 13, 1, 2
2020/7/21, 58, 15, 17, 20, , 1
2020/7/22, 53, 17, 15, 17, 1, 
2020/7/23, 47, 21, 17, 14, 1, 1
2020/7/24, 50, 20, 22, 15, 1, 
2020/7/25, 48, 21, 14, 17, 1, 1
2020/7/26, 50, 22, 13, 23, 1, 1
2020/7/27, 51, 21, 11, 16, , 2
2020/7/28, 56, 17, 11, 29, 1, 2
2020/7/29, 58, 22, 15, 16, , 3
2020/7/30, 56, 17, 10, 8, 1, 2
2020/7/31, 50, 14, 9, 12, 2, 3
2020/6/1, 51, 25, 7, 34, 1, 2
2020/6/2, 54, 19, 5, 34, , 2
2020/6/3, 57, 27, 5, 39, 1, 2
2020/6/4, 61, 32, 4, 43, 2, 1
2020/6/5, 59, 36, 10, 44, 4, 2
2020/6/6, 77, 38, 7, 38, 1, 2
2020/6/7, 76, 28, 5, 35, 2, 1
2020/6/8, 65, 24, 11, 37, 1, 2
2020/6/9, 72, 24, 32, 38, 13, 8
2020/6/10, 63, 23, 9, 38, 1, 4
2020/6/11, 56, 31, 4, 32, 2, 5
2020/6/12, 60, 26, 7, 30, 1, 2
2020/6/13, 50, 30, 5, 30, 1, 1
2020/6/14, 58, 32, 5, 29, 1, 2
2020/6/15, 61, 26, 7, 25, 1, 1
2020/6/16, 62, 29, 12, 20, 1, 1
2020/6/17, 69, , , , , 
2020/6/18, 70, , , , , 
2020/6/19, 77, , , , , 
2020/6/20, 73, , , , , 
2020/6/22, 24, 19, 9, 26, 1, 3
2020/6/23, 47, 35, 3, 39, 1, 7
2020/6/24, 60, 36, 4, 25, 1, 4
2020/6/25, 54, , , , , 
2020/6/29, 53, 27, 6, 31, 1, 3
2020/6/30, 57, 44, 5, 33, 1, 4
2020/5/1, 64, 23, 12, 14, 3, 1
2020/5/2, 61, 18, 11, 13, 2, 1
2020/5/3, 50, 15, 13, 8, 1, 1
2020/5/4, 47, 20, 5, 17, 1, 2
2020/5/5, 49, 23, 8, 20, 2, 4
2020/5/6, 68, 16, 12, 16, 1, 3
2020/5/7, 52, 26, 11, 27, 2, 2
2020/5/8, 80, 18, 22, 14, 1, 
2020/5/9, 71, 15, 17, 15, 3, 1
2020/5/10, 61, 25, 7, 32, 6, 2
2020/5/11, 67, 28, 9, 23, 3, 1
2020/5/12, 69, 36, 9, 17, 2, 1
2020/5/13, 56, 31, 11, 19, , 1
2020/5/14, 62, 40, 3, 33, 4, 2
2020/5/15, 92, 40, 18, 14, 2, 1
2020/5/16, 82, 27, 16, 7, , 1
2020/5/17, 63, 27, 15, 9, , 1
2020/5/18, 67, 17, 16, 8, , 1
2020/5/19, 50, 22, 12, 26, , 2
2020/5/20, 51, 32, 8, 18, , 2
2020/5/21, 62, 19, 11, 16, , 1
2020/5/22, 51, 17, 16, 27, , 1
2020/5/23, 74, 15, 18, , 1, 
2020/5/24, 50, 15, 15, , 1, 
2020/5/25, 51, 14, 18, , , 1
2020/5/26, 38, 12, 17, 26, , 1
2020/5/27, 32, 12, 8, 32, , 2
2020/5/28, 39, 21, 5, 33, , 2
2020/5/29, 61, 21, 13, 28, 1, 
2020/5/30, 54, 15, 16, 23, 1, 
2020/5/31, 50, 21, 11, 33, 1, 4
2020/4/10, 65, 19, 5, 52, 1, 4
2020/4/11, 79, 30, 22, 28, 1, 3
2020/4/12, 67, 24, 21, 4, 1, 1
2020/4/13, 62, 20, 19, 29, 1, 2
2020/4/14, 89, 33, 7, 47, 4, 3
2020/4/15, 94, 28, 17, 16, , 1
2020/4/16, 58, 16, 11, 23, 1, 1
2020/4/17, 66, 23, 9, 36, 3, 3
2020/4/18, 95, 32, 15, 34, 4, 2
2020/4/19, 99, 29, 11, 32, 5, 2
2020/4/20, 87, 17, 14, 29, 1, 2
2020/4/21, 68, 11, 17, 14, , 1
2020/4/22, 61, 16, 16, 12, , 
2020/4/23, 39, 12, 21, 4, , 
2020/4/24, 38, 11, 21, 4, 1, 
2020/4/25, 45, 14, 21, 11, 1, 
2020/4/26, 62, 16, 23, 16, 2, 1
2020/4/27, 59, 20, 20, 26, 1, 2
2020/4/28, 58, 17, 19, 22, 1, 1
2020/4/29, 51, 18, 12, 27, 4, 2
2020/4/30, 78, 31, 7, 28, 3, 4
2020/3/1, 11, 41, 5, 36, 4, 7
2020/3/2, 9, 43, 4, , 4, 4
2020/3/3, 16, 43, 4, 47, 5, 5
2020/3/4, 27, 54, , , , 
2020/3/13, 80, 54, 11, 29, 1, 3
2020/3/14, 80, 45, 12, 20, , 1
2020/3/15, 72, 26, 12, 20, , 1
2020/3/16, 54, 31, 13, 23, 1, 1
2020/3/17, 51, 31, 12, 25, , 1
2020/3/18, 49, 35, 13, 20, 1, 2
2020/3/19, 59, 41, 11, 31, 1, 2
2020/3/20, 67, 48, 7, 34, 1, 2
2020/3/21, 79, , 13, 24, 3, 3
2020/3/22, 85, 999, 14, 20, , 1
2020/3/23, 80, 999, 13, 16, 1, 1
2020/3/24, 61, 21, 12, 14, , 1
2020/3/25, 39, 35, 13, 14, , 1
2020/3/26, 51, 92, 12, 17, , 1
2020/3/27, 21, 120, 12, 17, , 2
2020/3/28, 16, 73, 12, 16, , 3
2020/2/1, 71, 47, 320, 39, 5, 5
2020/2/2, 95, 39, 499, 39, 2, 3
2020/2/3, 89, 30, 439, 34, 3, 3
2020/2/4, 78, 31, 352, 33, 1, 3
2020/2/5, 75, 22, 234, 30, 1, 2
2020/2/6, 53, 19, 263, 32, 1, 3
2020/2/7, 44, 22, 14, , 1, 2
2020/2/8, 56, 75, 14, , 2, 3
2020/2/9, 68, 31, 15, , 3, 3
2020/2/10, 75, 24, 40, , 3, 3
2020/2/11, 69, 34, 21, , 1, 3
2020/2/12, 78, , , , , 
2020/2/24, 77, 26, 7, 27, 2, 2
2020/2/25, 65, 29, 3, 31, 4, 3
2020/2/26, 71, 33, 11, 20, 3, 2
2020/2/27, 42, 24, 7, 27, 1, 2
2020/2/28, 11, 25, 7, 24, 1, 3
2020/2/29, 14, 20, 6, 32, 1, 3
2020/1/1, 71, 19, 6, 28, 1, 2
2020/1/2, 54, 10, 6, 31, 1, 2
2020/1/3, 33, 31, 3, 41, 7, 6
2020/1/4, 77, 55, 3, 34, 2, 7
2020/1/5, 138, 29, 8, 20, , 2
2020/1/6, 71, 11, 10, 22, , 2
2020/1/7, 32, 12, 9, 30, 1, 2
2020/1/8, 29, 19, 10, 30, , 3
2020/1/9, 45, 22, 9, 33, 2, 4
2020/1/10, 61, 45, 10, 38, 3, 7
2020/1/11, 110, 49, 12, 28, 2, 4
2020/1/12, 124, 21, 12, 24, 1, 2
2020/1/13, 62, 18, 90, 27, 2, 2
2020/1/14, 53, 27, 95, 28, 1, 3
2020/1/15, 75, 18, 93, 25, 1, 2
2020/1/16, 57, 14, 102, 25, , 2
2020/1/17, 42, 13, 114, 25, 1, 2
2020/1/18, 46, 18, 51, 28, 1, 2
2020/1/19, 53, 19, 138, 29, 1, 3
2020/1/20, 50, 27, 11, 30, 1, 4
2020/1/21, 63, 40, 11, 36, 1, 5
2020/1/22, 89, 43, 9, 34, 2, 3
2020/1/23, 110, 27, 14, 36, 1, 3
2020/1/24, 64, 34, 10, 38, 3, 4
2020/1/25, 87, 38, 8, 39, 3, 4
2020/1/26, 88, 47, 18, 42, 5, 5
2020/1/27, 103, 43, 19, 34, 2, 4
2020/1/28, 106, 35, 72, 35, 2, 4
2020/1/29, 92, 23, 16, 35, 2, 3
2020/1/30, 66, 31, 287, 37, 2, 4
2020/1/31, 68, 27, 402, 37, 4, 4
2019/11/13, 128, 67, 1, 38, 4, 9
2019/11/14, 150, 54, 2, 33, 7, 6
2019/11/15, 130, 42, 11, 26, 3, 34
2019/11/16, 98, 33, 12, 21, 2, 31
2019/11/17, 87, 44, 5, 32, 5, 39
2019/11/18, 104, 65, 5, 36, 6, 48
2019/11/19, 150, 50, 11, 23, 4, 33
2019/11/20, 134, 35, 7, 26, 4, 35
2019/11/21, 93, 30, 10, 19, 2, 32
2019/11/22, 74, 24, 8, 22, 2, 32
2019/11/23, 57, 30, 5, 27, 2, 35
2019/11/24, 70, 31, 7, 22, 4, 36
2019/11/25, 87, 35, 4, 33, 3, 18
2019/11/26, 95, 34, 4, 25, 2, 2
2019/11/27, 85, 34, 3, 29, 5, 3
2019/11/28, 82, 31, 5, 33, 3, 2
2019/11/29, 80, 37, 3, 35, 5, 4
2019/11/30, 76, 34, 5, 23, 2, 2
2019/12/1, 65, 16, 7, 27, 2, 2
2019/12/2, 37, 24, 4, 31, 5, 4
2019/12/3, 60, 18, 10, 24, 2, 3
2019/12/4, 48, 13, 8, 25, 2, 2
2019/12/5, 30, 17, 5, 25, 2, 2
2019/12/6, 40, 23, 3, 30, 6, 3
2019/12/7, 66, 39, 3, 31, 5, 4
2019/12/8, 92, 43, 2, 33, 5, 5
2019/12/9, 100, 35, 4, 29, 4, 3
2019/12/10, 98, 27, 6, 29, 4, 4
2019/12/11, 79, 26, 6, 25, 3, 3
2019/12/12, 74, 37, 1, 28, 5, 4
2019/12/13, 90, 40, 3, 33, 4, 3
2019/12/14, 101, 35, 4, 30, 3, 5
2019/12/15, 76, 42, 2, 32, 5, 6
2019/12/16, 93, 53, 2, 37, 10, 7
2019/12/17, 121, 53, 2, 35, 9, 4
2019/12/18, 123, 51, 2, 34, 10, 4
2019/12/19, 114, 57, 1, 37, 9, 7
2019/12/20, 134, 48, 4, 33, 5, 2
2019/12/21, 112, 32, 9, 28, 3, 1
2019/12/22, 73, 28, 6, 34, 1, 2
2019/12/23, 66, 22, 2, 32, 1, 3
2019/12/24, 55, 31, 3, 25, 1, 4
2019/12/25, 60, 22, 2, 26, 1, 3
2019/12/26, 52, 25, 3, 30, 1, 4
2019/12/27, 55, 24, 4, 27, 1, 3
2019/12/28, 64, 12, 4, 18, , 2
2019/12/29, 35, , , , , 
2018/8/15, 42, 45, , 33, 1, 6
2018/8/16, 63, 35, , 32, 1, 7
2018/8/17, 52, 49, 58, 30, 1, 8
2018/8/18, 58, 39, 36, 25, , 7
2018/8/19, 48, 40, 42, 25, , 6
2018/8/20, 46, 32, 38, 23, , 5
2018/8/21, 47, 39, 30, 26, , 6
2018/8/22, 47, 36, 42, 19, , 5
2018/8/23, 45, , 42, , , 
2018/4/2, 66, 28, 36, 19, 3, 4
2018/4/3, 66, 43, 29, 31, 9, 6
2018/4/4, 90, 61, 15, 41, 17, 8
2018/4/5, 139, 55, 82, 27, 6, 6
2018/4/6, 128, 25, 33, 13, 2, 3
2018/4/7, 58, , 22, 14, 1, 3
2018/4/8, 75, 35, 22, 18, 2, 4
2018/4/9, 90, 40, 15, 26, 3, 6
2018/4/10, 115, 57, 8, 29, 3, 8
2018/4/11, 129, 55, 25, 30, 3, 7
2018/4/12, 127, 35, 30, 28, 1, 5
2018/4/13, 76, 31, 34, 23, , 3
2018/4/14, 57, , 40, 19, 2, 3
2018/4/15, 57, 34, 38, 18, 2, 4
2018/4/16, 55, 31, 28, 16, 1, 4
2018/4/17, 69, 29, 19, 19, 1, 3
2018/4/18, 68, 19, 25, 15, 2, 2
2018/4/19, 60, 38, 22, 21, 2, 5
2018/4/20, 75, 32, 20, 18, 1, 4
2018/4/21, 65, 40, 21, 25, 7, 6
2018/4/22, 90, 38, 21, 26, 13, 5
2018/4/23, 102, 40, 27, 30, 14, 4
2018/4/24, 93, 38, 29, 27, 13, 4
2018/4/25, 114, 118, 30, 27, 13, 4
2018/4/26, 94, 29, 30, 18, 10, 5
2018/4/27, 71, 23, 22, 15, 7, 4
2018/4/28, 67, 20, 31, 12, 4, 3
2018/4/29, 64, 21, 32, 11, 4, 2
2018/4/30, 58, 21, 35, 10, 3, 2
2018/5/1, 59, 22, 38, 13, 3, 2
2018/5/2, 68, 24, 38, 15, 5, 2
2018/5/3, 74, 21, 37, 13, 3, 2
2018/5/4, 60, 19, 42, 13, 1, 3
2018/5/5, 64, 18, 50, 14, 1, 5
2018/5/6, 69, 453, 42, 23, 1, 6
2018/5/7, 103, 40, , 27, 1, 5
2018/5/8, 87, 43, , 26, 1, 4
2018/5/9, 78, 35, , 19, 2, 3
2018/5/10, 93, , , , , 
2018/5/30, 60, , , , , 
2018/1/1, 55, 48, 11, 25, 6, 8
2018/1/2, 82, 30, 12, 16, 1, 6
2018/1/3, 72, 31, 12, 15, 2, 5
2018/1/4, 78, 34, 11, 17, 2, 4
2018/1/5, 62, 56, 8, 21, 3, 9
2018/1/6, 128, 60, 7, 24, 8, 9
2018/1/7, 123, 51, 4, 22, 6, 6
2018/1/8, 119, 55, 11, 18, 3, 7
2018/1/9, 124, 32, 15, 11, 2, 4
2018/1/10, 75, 53, 4, 16, 3, 7
2018/1/11, 114, 40, 11, 12, 1, 4
2018/1/12, 93, 13, 19, 8, 1, 2
2018/1/13, 23, 13, 18, 9, 1, 2
2018/1/14, 17, 17, 18, 10, 1, 2
2018/1/15, 34, 34, 5, 21, 3, 6
2018/1/16, 73, 37, 12, 20, 1, 5
2018/1/17, 65, 25, 17, 19, 1, 5
2018/1/18, 39, 42, 10, 23, 3, 5
2018/1/19, 67, 40, 12, 22, 4, 5
2018/1/20, 60, 19, 16, 14, 4, 
2018/1/21, 75, 24, 12, 17, 4, 6
2018/1/22, 62, 25, 14, 17, 3, 3
2018/1/23, 46, 20, 19, 13, 3, 3
2018/1/24, 46, 15, 23, 10, 3, 2
2018/1/25, 24, 16, 20, 13, 3, 3
2018/1/26, 24, 22, 17, 15, 3, 3
2018/1/27, 33, 19, 15, 13, 4, 4
2018/1/28, 45, 46, 12, 22, 6, 8
2018/1/29, 103, 55, 12, 26, 8, 8
2018/1/30, 136, 34, 13, 19, 5, 5
2018/1/31, 80, 53, 13, 27, 10, 7
2018/2/1, 122, 35, 18, 18, 4, 4
2018/2/2, 78, 26, 14, 15, 5, 4
2018/2/3, 72, 22, 18, 12, 5, 3
2018/2/4, 65, 20, 16, 14, 4, 3
2018/2/5, 47, 21, 17, 13, 4, 3
2018/2/6, 42, 35, 15, 15, 5, 5
2018/2/7, 72, 57, 11, 24, 5, 7
2018/2/8, 120, 57, 11, 22, 7, 6
2018/2/9, 104, 30, 19, 10, 4, 3
2018/2/10, 75, 19, 18, 14, 4, 4
2018/2/11, 50, 13, 16, 11, 4, 4
2018/2/12, 37, 28, 18, 14, 7, 5
2018/2/13, 64, 37, 14, 18, 7, 5
2018/2/14, 88, 25, 19, 12, 4, 4
2018/2/15, 56, 17, 18, 13, 3, 4
2018/2/16, 51, 29, 18, 14, 4, 4
2018/2/17, 53, 23, 21, 12, 5, 3
2018/2/18, 51, 15, 22, 10, 4, 3
2018/2/19, 34, 18, 24, 8, 4, 3
2018/2/20, 48, 22, 22, 8, 4, 3
2018/2/21, 66, 30, 23, 12, 5, 4
2018/2/22, 69, 23, 18, 11, 4, 4
2018/2/23, 55, 14, 21, 9, 4, 3
2018/2/24, 39, 14, 20, 11, 4, 4
2018/2/25, 24, 18, 24, 7, 4, 3
2018/2/26, 46, 30, 20, 18, 3, 5
2018/2/27, 55, 24, 18, 20, , 5
2018/2/28, 62, 30, 27, 17, 2, 4
2018/3/1, 67, 49, 32, 28, 11, 7
2018/3/2, 127, 41, 29, 24, 1, 6
2018/3/3, 85, 37, 27, 19, 1, 5
2018/3/4, 84, 23, 27, 9, , 4
2018/3/5, 53, 26, 26, 18, 1, 5
2018/3/6, 76, 75, 27, 23, 2, 5
2018/3/7, 121, 60, 49, 26, 2, 5
2018/3/8, 104, 35, 37, 17, 2, 4
2018/3/9, 75, 48, 39, 24, 4, 7
2018/3/10, 138, 41, 37, 25, 5, 7
2018/3/11, 102, 51, 31, 32, 10, 9
2018/3/12, 138, 55, 38, 27, 4, 6
2018/3/13, 121, 34, 42, 22, 4, 4
2018/3/14, 73, 34, 38, 25, 4, 4
2018/3/15, 61, 36, 35, 26, 7, 5
2018/3/16, 70, 30, 29, 22, 5, 5
2018/3/17, 77, 62, 23, 22, 4, 4
2018/3/18, 111, 19, 37, 9, 1, 3
2018/3/19, 47, 29, 31, 18, 2, 5
2018/3/20, 68, 46, 35, 27, 5, 7
2018/3/21, 88, 17, 34, 10, 1, 2
2018/3/22, 41, 35, 33, 15, 1, 4
2018/3/23, 69, 18, 40, 14, 1, 4
2018/3/24, 32, 16, 35, 12, 1, 4
2018/3/25, 45, 63, 32, 23, 4, 6
2018/3/26, 126, 69, 29, 23, 2, 6
2018/3/27, 119, 20, 27, 12, 1, 4
2018/3/28, 56, 31, 30, 18, 1, 5
2018/3/29, 76, 45, 27, 19, 2, 7
2018/3/30, 120, , , , , 
2017/12/8, 225, 37, 9, 15, , 35
2017/12/9, 88, 39, 8, 14, , 5
2017/12/10, 68, 32, 4, 14, , 5
2017/12/11, 69, 35, 10, 18, 1, 5
2017/12/12, 63, 35, 17, 21, 1, 4
2017/12/13, 90, 47, 8, 23, 2, 7
2017/12/14, 79, 36, 10, 21, 2, 5
2017/12/15, 76, 38, 10, 21, 1, 4
2017/12/16, 69, 30, 11, 17, , 4
2017/12/17, 73, 34, 10, 20, , 5
2017/12/18, 22, 14, 13, 11, , 3
2017/12/19, 26, 11, 15, 13, , 3
2017/12/20, 31, 13, 19, 14, , 3
2017/12/21, 56, 26, 17, 19, , 4
2017/12/22, 56, 23, 16, 13, , 3
2017/12/23, 31, 18, 18, 15, , 4
2017/12/24, 53, 33, 16, 22, , 5
2017/12/25, 83, 44, 15, 24, 1, 6
2017/12/26, 85, 45, 14, 23, 8, 6
2017/12/27, 81, 42, 14, 23, 6, 5
2017/12/28, 64, 36, 16, 20, 5, 5
2017/12/29, 59, 28, 14, 20, 2, 5
2017/12/30, 69, 33, 14, 17, 2, 5
2017/1/2, 117, 43, 16, 51, 8, 4
2017/1/3, 113, 50, 8, 56, 6, 5
2017/1/4, 131, 31, 11, 56, 3, 4
2017/1/5, 84, 28, 15, 42, 3, 4
2017/1/6, 81, 19, 14, 21, 2, 2
2017/1/7, 67, 21, 16, 26, 3, 2
2017/1/8, 65, 21, 18, 32, 2, 2
2017/1/9, 86, 21, 20, 23, 3, 3
2017/1/10, 71, 34, 19, 46, 5, 5
2017/1/11, 99, 33, 16, 59, 8, 7
2017/1/12, 95, 41, 10, 66, 7, 6
2017/1/13, 101, 40, 11, 53, 6, 4
2017/1/14, 108, 25, 15, 32, 2, 4
2017/1/15, 326, 13, 17, 26, 1, 3
2017/1/16, 1, 38, 7, 44, 2, 6
2017/1/17, 2, 17, 18, 31, 2, 3
2017/1/18, 2, 12, 14, 18, 2, 2
2017/1/19, 128, 11, 20, 30, 1, 2
2017/1/20, 1, 8, 8, 32, 1, 2
2017/1/21, 22, 11, 8, 32, 1, 4
2017/1/22, 46, 7, 10, 23, 1, 3
2017/1/23, 46, 9, 8, 32, 3, 4
2017/1/24, 33, 13, 11, 40, 2, 4
2017/1/25, 51, 13, 12, 40, 1, 2
2016/10/6, 32, 16, 15, 32, 1, 2
2016/10/7, 29, , , , , 
2016/10/10, 26, 29, 8, 56, 3, 2
2016/10/11, 13, , , , , 
2016/10/25, 17, , , , , 
2016/11/1, 44, 37, 9, 55, 3, 5
2016/11/2, 1, 40, 13, 61, 6, 6
2016/11/3, 1, 27, 8, 35, 2, 2
2016/11/4, 2, 39, 4, 36, 2, 4
2016/11/5, 2, 54, 7, 49, 3, 7
2016/11/6, 3, 38, 15, 38, 2, 3
2016/11/7, 2, 45, 11, 45, 3, 4
2016/11/8, 2, 59, 8, 54, 3, 4
2016/11/9, 3, 39, 18, 52, 2, 3
2016/11/10, 2, 36, 8, 47, 2, 2
2016/11/11, 2, 35, 5, 46, 3, 2
2016/11/12, 2, 26, 22, 33, 2, 1
2016/11/13, 2, 20, 13, 32, 2, 1
2016/11/14, 1, 21, 14, 38, 2, 
2016/11/15, 1, 21, 12, 40, 1, 1
2016/11/16, 1, 27, 11, 38, 4, 1
2016/11/17, 1, 29, 8, 40, 5, 
2016/11/18, 1, 26, 11, 37, 5, 
2016/11/19, 1, 73, 11, 35, 1, 
2016/11/20, 4, 28, 11, 36, 1, 
2016/11/21, 1, 22, 13, 33, 2, 
2016/11/22, 2, 25, 14, 32, 1, 
2016/11/23, 1, 21, 15, 29, 1, 
2016/11/24, 1, 45, 11, 45, 2, 1
2016/11/25, 1, 71, 4, 57, 2, 5
2016/11/26, 2, 60, 6, 64, 5, 3
2016/11/27, 1, 23, 12, 45, 1, 1
2016/11/28, 1, 7, 12, 28, 1, 
2016/11/29, 2, 10, 17, 28, 2, 
2016/11/30, 1, 27, 15, 48, 2, 1
2016/12/1, 1, 28, 11, 45, 3, 3
2016/12/2, 82, 35, 10, 47, 3, 3
2016/12/3, 32, 36, 12, 42, 4, 3
2016/12/4, 108, 18, 16, 32, 2, 
2016/12/5, 62, 30, 11, 52, 5, 3
2016/12/6, 90, 41, 9, 48, 4, 3
2016/12/7, 69, 25, 15, 46, 2, 2
2016/12/8, 80, 35, 10, 54, 7, 2
2016/12/9, 77, 50, 10, 52, 5, 3
2016/12/10, 40, 42, 8, 51, 7, 3
2016/12/11, 1, 36, 11, 53, 6, 2
2016/12/12, 1, 16, 11, 40, 2, 
2016/12/13, 70, 38, 16, 43, 2, 1
2016/12/14, 126, 30, 12, 46, 4, 
2016/12/15, 133, 28, 8, 43, 2, 
2016/12/16, 112, 11, 15, 29, 2, 
2016/12/17, 46, 16, 5, 34, 2, 
2016/12/18, 125, 33, 8, 47, 5, 2
2016/12/19, 95, 59, 4, 65, 5, 3
2016/12/20, 245, 14, 13, 30, 2, 
2016/12/21, 55, 12, 13, 24, 2, 
2016/12/22, 52, 11, 15, 31, 3, 
2016/12/23, 37, 19, 11, 42, 3, 
2016/12/24, 2, 41, 7, 38, 3, 1
2016/12/25, 2, 31, 6, 49, 3, 1
2016/12/26, 148, 25, 7, 54, 3, 1
2016/12/27, 101, 35, 9, 46, 3, 
2016/12/28, 147, 10, 21, 30, 1, 2
2016/12/29, 47, , 15, 32, 1, 4
2016/7/15, 406, 21, 18, 44, 2, 3
2016/7/16, 91, 28, 29, 16, 2, 1
2016/7/17, 106, 29, 24, 27, 1, 2
2016/7/18, 90, , 18, 23, 1, 1
2016/7/20, 90, , 14, 42, 2, 3
2016/8/4, 36, 36, 29, 44, 1, 7
2016/8/5, 85, 34, 31, 41, , 6
2016/8/6, 85, 37, 31, 35, 1, 6
2016/8/7, 90, 333, 29, 33, 1, 5
2016/8/8, 355, 39, 25, 36, 1, 5
2016/8/9, 62, 31, 26, 36, 1, 5
2016/8/10, 1, , 26, 36, 1, 5
2016/8/12, 13, 23, 16, 59, 1, 6
2016/8/13, 66, , 12, 39, 1, 4
2016/8/15, 41, 14, 24, 29, 1, 3
2016/8/16, 46, 17, 21, 33, 1, 3
2016/8/17, 59, , 19, 25, , 3
2016/8/22, 176, 59, 25, 44, 1, 4
2016/8/23, 149, 44, 14, 33, , 3
2016/8/24, 98, 34, 13, 50, , 4
2016/8/25, 118, 19, 20, 38, 1, 3
2016/8/26, 66, , 14, 30, 1, 2
2016/8/29, 80, 36, 21, 37, 1, 2
2016/8/30, 121, 32, 21, 37, 1, 2
2016/8/31, 41, 18, 15, 47, 1, 3
2016/9/1, 32, 17, 17, 35, 2, 1
2016/9/2, 54, , 15, 25, 1, 
2016/9/5, 12, 28, 22, 33, 1, 1
2016/9/6, 40, 24, 24, 37, 2, 1
2016/9/7, 72, 22, 25, 24, 1, 
2016/9/8, 68, , 27, 23, 1, 
2016/9/19, 1, , 14, 56, 2, 
2016/9/23, 2, , 2, 21, 4, 
2016/9/26, 1, , 15, 28, , 
2016/5/23, 75, 33, 24, 39, 2, 12
2016/5/24, 112, 47, 33, 53, 3, 13
2016/5/25, 86, 35, 29, 41, 3, 13
2016/5/26, 75, 29, 24, 36, 1, 12
2016/5/27, 93, 37, 29, 46, 1, 15
2016/5/28, 78, 28, 29, 43, 1, 14
2016/5/29, 118, 49, 21, 47, 3, 15
2016/5/30, 121, 51, 20, 61, 3, 16
2016/5/31, 149, 61, 32, 56, 3, 10
2016/6/1, 161, 69, 26, 43, 2, 8
2016/6/2, 144, 60, 33, 54, 2, 8
2016/6/3, 146, 66, 23, 40, , 8
2016/6/4, 234, 51, 33, 36, 1, 9
2016/6/5, 119, 34, 32, 23, , 8
2016/6/6, 100, 33, 29, 27, 1, 7
2016/6/7, 464, , 32, 29, , 7
2016/6/8, 211, , 36, 27, , 7
2016/6/9, 295, , 34, 24, , 7
2016/6/10, 216, 34, 15, 28, 6, 6
2016/6/11, 19, 22, 17, 39, 4, 2
2016/6/12, 78, 68, 13, 56, 4, 4
2016/6/13, 22, 39, 18, 74, 6, 4
2016/6/14, 33, 33, 11, 46, 1, 3
2016/6/15, 44, 278, 13, 48, 2, 3
2016/6/16, 2, 27, 7, 50, 2, 3
2016/6/17, 10, 36, , 39, 2, 2
2016/6/20, 67, 31, , 38, , 4
2016/6/22, 72, 40, 17, 46, , 5
2016/6/23, 107, 41, 22, 40, , 4
2016/6/24, 103, 35, 23, 30, , 3
2016/6/25, 40, 27, 23, 22, 1, 2
2016/6/26, 66, 29, 15, 27, 1, 3
2016/6/27, 73, 37, 19, 44, 2, 4
2016/6/28, 111, 37, 18, 42, 2, 3
2016/6/29, 90, 30, 12, 39, 1, 3
2016/6/30, 110, 36, 18, 47, 4, 3
2020/7/18, , 17, , , , 
2020/7/20, , 19, 14, 21, 2, 2
2020/6/21, , 18, 9, 22, 1, 1
2020/6/28, , 17, 6, 18, 2, 2
2020/4/1, , 38, 16, 17, , 1
2020/4/2, , 43, 15, 11, 1, 1
2020/4/3, , 43, 15, 11, 1, 1
2020/3/12, , 45, 10, 31, 1, 1
2020/3/29, , 61, 12, 18, 2, 2
2020/3/30, , 87, 9, 25, 1, 3
2020/3/31, , 71, 15, 17, , 1
2020/2/23, , 29, 6, 31, 5, 3
2019/12/31, , 33, 4, 31, 1, 4
2019/11/12, , 58, 2, 45, 5, 9
2018/8/14, , 46, , 31, 1, 6
2018/4/1, , 21, 20, 25, 6, 4
2018/5/29, , 40, , 11, , 3
2017/12/31, , 27, 10, 18, 4, 5
2017/10/1, , 26, 15, 1, , 2
2017/10/2, , 22, 15, 1, , 2
2017/10/3, , 25, 20, , 1, 2
2017/10/4, , 27, 21, 11, 1, 3
2017/10/5, , 35, 21, 42, 1, 3
2017/10/6, , 48, 20, 62, 2, 5
2017/10/7, , 59, 14, 61, 3, 5
2017/10/8, , 36, 15, 38, 1, 3
2017/10/9, , 38, 15, 45, 1, 4
2017/10/10, , 43, 11, 43, , 3
2017/10/11, , 28, 16, 37, 1, 3
2017/10/12, , 23, 16, 31, 1, 2
2017/10/13, , 41, 6, 48, 1, 4
2017/10/14, , 50, 13, 38, , 5
